,times_prey_known,times_pred_known,time_steps
0,0,38,55
1,1,21,33
2,0,3,15
3,0,2,16
4,0,3,3
5,0,3,15
6,0,7,18
7,0,17,28
8,0,5,15
9,1,6,16
10,0,5,16
11,2,1,16
12,0,11,24
13,0,8,19
14,1,33,37
15,1,5,14
16,1,19,35
17,0,2,13
18,1,3,15
19,0,1,3
20,0,12,23
21,0,20,28
22,0,4,5
23,0,1,10
24,0,1,8
25,0,5,16
26,0,1,13
27,1,3,3
28,1,18,27
29,0,3,3
30,0,4,13
31,0,2,11
32,1,5,6
33,0,8,19
34,1,1,9
35,1,19,24
36,0,2,14
37,1,31,43
38,1,29,46
39,0,1,14
40,1,11,18
41,0,2,17
42,0,1,11
43,0,4,14
44,1,4,9
45,0,5,16
46,0,3,8
47,0,11,22
48,0,2,3
49,0,45,61
50,0,3,16
51,0,8,19
52,2,14,21
53,1,11,20
54,0,3,18
55,0,4,16
56,1,1,5
57,1,6,15
58,0,2,11
59,0,1,9
60,0,3,14
61,1,4,11
62,0,5,11
63,0,5,15
64,0,1,13
65,0,14,29
66,1,4,4
67,0,2,10
68,0,8,18
69,1,4,4
70,1,13,27
71,0,1,2
72,1,53,63
73,1,6,18
74,0,10,22
75,0,6,8
76,0,4,10
77,1,30,41
78,0,17,28
79,1,21,39
80,3,27,28
81,0,23,34
82,1,3,7
83,0,7,8
84,0,2,15
85,2,2,15
86,1,21,36
87,0,2,11
88,0,11,22
89,0,7,18
90,0,29,37
91,1,2,13
92,1,5,16
93,1,2,4
94,1,10,18
95,0,8,15
96,1,3,3
97,0,4,14
98,2,15,16
99,0,9,19
