,times_prey_known,times_pred_known,time_steps
0,0,8,16
1,4,16,30
2,1,4,7
3,2,1,13
4,0,1,11
5,0,3,14
6,1,14,14
7,0,3,5
8,2,1,12
9,0,4,16
10,0,6,17
11,0,8,19
12,1,17,21
13,3,18,34
14,0,3,14
15,1,8,16
16,0,1,1
17,2,17,31
18,0,1,12
19,0,1,3
20,0,4,9
21,1,15,22
22,1,16,27
23,0,5,14
24,0,4,4
25,0,2,9
26,1,3,3
27,0,2,15
28,0,5,15
29,0,1,2
30,0,1,16
31,1,3,3
32,0,13,23
33,0,3,17
34,0,25,37
35,1,25,41
36,0,5,23
37,0,1,3
38,0,2,13
39,0,4,14
40,0,2,15
41,0,22,31
42,0,12,24
43,0,12,16
44,3,8,11
45,1,48,69
46,0,5,11
47,1,3,3
48,0,9,21
49,0,10,20
50,0,9,16
51,1,13,13
52,0,2,4
53,0,7,13
54,0,1,11
55,0,28,44
56,0,19,30
57,0,3,6
58,1,12,23
59,2,22,34
60,1,4,9
61,0,3,13
62,0,11,24
63,0,6,18
64,1,22,27
65,1,1,2
66,0,28,42
67,0,21,27
68,1,21,30
69,0,14,25
70,0,10,22
71,1,3,11
72,1,9,23
73,2,12,24
74,1,5,8
75,1,9,19
76,1,13,17
77,0,5,7
78,0,2,12
79,1,8,17
80,1,9,15
81,0,2,15
82,1,3,12
83,0,8,22
84,0,1,2
85,0,1,4
86,1,1,1
87,1,8,9
88,0,1,13
89,2,12,25
90,1,15,19
91,0,3,15
92,1,2,10
93,1,7,14
94,0,1,7
95,1,6,12
96,0,3,13
97,0,2,7
98,1,17,24
99,1,2,2
