,times_prey_known,times_pred_known,time_steps
0,1,7,13
1,0,11,29
2,0,5,12
3,0,1,15
4,0,11,11
5,1,5,5
6,0,2,9
7,0,8,13
8,0,7,24
9,0,5,15
10,0,6,21
11,2,7,22
12,1,3,5
13,0,6,15
14,1,12,13
15,0,6,11
16,0,2,7
17,0,4,13
18,0,1,16
19,0,9,23
20,0,6,16
21,0,3,4
22,0,9,21
23,0,11,21
24,1,3,8
25,3,16,26
26,1,3,12
27,0,3,13
28,0,9,19
29,1,8,12
30,0,13,22
31,0,4,12
32,1,1,1
33,0,1,5
34,1,1,1
35,1,2,2
36,0,11,24
37,0,21,30
38,0,10,24
39,0,4,18
40,1,5,15
41,0,5,15
42,2,34,37
43,0,3,16
44,0,5,7
45,1,7,17
46,1,3,15
47,1,6,8
48,0,19,31
49,0,1,5
50,1,1,15
51,0,15,15
52,1,7,7
53,0,5,17
54,0,9,19
55,0,17,29
56,1,1,9
57,2,17,26
58,2,5,16
59,0,10,21
60,2,8,8
61,0,4,10
62,0,5,17
63,0,23,32
64,0,2,13
65,0,8,20
66,1,24,24
67,0,3,16
68,1,1,11
69,2,2,9
70,1,6,9
71,0,6,6
72,0,7,12
73,0,1,17
74,0,11,14
75,1,2,9
76,1,6,9
77,2,12,14
78,2,12,24
79,0,2,5
80,0,22,22
81,0,4,19
82,0,3,14
83,1,7,12
84,0,12,27
85,0,2,12
86,2,10,24
87,0,2,10
88,0,2,14
89,0,4,11
90,1,25,27
91,1,2,7
92,1,1,3
93,0,3,17
94,0,5,5
95,0,2,14
96,1,1,8
97,1,15,17
98,1,18,22
99,0,6,16
