,times_prey_known,times_pred_known,time_steps
0,0,9,22
1,0,3,3
2,0,4,17
3,1,17,17
4,0,1,8
5,0,1,13
6,1,9,15
7,1,19,19
8,1,6,7
9,1,1,12
10,0,5,13
11,0,2,13
12,1,12,12
13,0,6,16
14,0,25,27
15,4,14,25
16,0,1,15
17,0,6,6
18,1,3,10
19,0,2,2
20,1,5,6
21,0,7,18
22,0,4,16
23,1,19,25
24,0,8,15
25,0,4,7
26,0,6,14
27,0,2,13
28,1,1,10
29,0,3,15
30,0,20,34
31,1,13,26
32,0,8,14
33,0,16,28
34,0,9,20
35,1,6,6
36,0,15,24
37,1,15,27
38,0,4,17
39,1,14,29
40,1,2,13
41,0,8,20
42,0,6,10
43,0,1,11
44,0,10,11
45,1,3,12
46,1,2,7
47,1,10,10
48,1,2,4
49,0,3,15
50,0,6,20
51,2,12,17
52,0,7,18
53,1,33,33
54,1,9,19
55,0,1,13
56,1,1,16
57,1,14,19
58,2,6,18
59,0,1,8
60,1,9,18
61,0,1,14
62,0,8,25
63,1,3,5
64,0,5,13
65,0,6,13
66,0,11,21
67,1,3,9
68,0,20,21
69,0,2,18
70,0,2,18
71,1,2,11
72,0,3,16
73,1,4,4
74,1,15,17
75,0,2,15
76,0,1,14
77,0,10,12
78,0,5,14
79,0,6,20
80,0,17,25
81,0,1,14
82,0,14,22
83,1,5,11
84,0,3,6
85,1,26,40
86,0,2,2
87,1,2,17
88,1,2,2
89,1,13,23
90,0,3,14
91,0,4,8
92,0,1,12
93,0,13,15
94,1,5,5
95,0,5,5
96,0,3,5
97,0,5,19
98,1,8,8
99,0,4,6
